ajhmm
=========== Running FOLD 1 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7023    0.2977
    0.2660    0.7340


s =

    12

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00421603   0.000701036    0.00070245
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7217    0.2783
    0.2835    0.7165


s =

    13

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00188175    0.00137017    0.00163249
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7562    0.2438
    0.2894    0.7106


s =

    14

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00184658   0.000368569   0.000271737
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7338    0.2662
    0.2384    0.7616


s =

    15

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00117188    0.00270824    0.00330648
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7313    0.2687
    0.2605    0.7395


s =

    16

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00193932    0.00200713    0.00254436
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7360    0.2640
    0.2652    0.7348


s =

    17

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000306561   0.000599631   0.000498157
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7526    0.2474
    0.2623    0.7377


s =

    18

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00283524     0.0013039    0.00105884
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.6992    0.3008
    0.2500    0.7500


s =

    19

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000939648    0.00145589    0.00151104
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7458    0.2542
    0.2543    0.7457


s =

    20

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00201187     0.0025033    0.00263442
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7615    0.2385
    0.2465    0.7535

=========== Running FOLD 3 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0277297   6.47753e-05     0.0010437
       3       1.49507e-05   0.000138628    0.00121614
       4       2.05094e-05   0.000232169    0.00144018
       5       3.01155e-05    0.00035861    0.00172674
       6       4.56975e-05   0.000536091    0.00208899
       7       7.04221e-05    0.00079068    0.00261999
       8       0.000109354    0.00116037    0.00330201
       9       0.000170514    0.00170014    0.00415302
      10       0.000266537    0.00248754    0.00520894
      11       0.000417157    0.00362599    0.00650432
      12       0.000652659     0.0052389    0.00806147
      13        0.00101778    0.00743842    0.00986831
      14        0.00157337     0.0102426     0.0118408
      15        0.00238751     0.0134208     0.0137745
      16        0.00349978     0.0163252     0.0153211
      17        0.00484509     0.0179486     0.0160629
      18         0.0061726     0.0174876     0.0157366
      19        0.00707449     0.0150575     0.0144786
      20        0.00719375     0.0115721      0.012825
      21        0.00648631    0.00791762     0.0113792
      22        0.00530525    0.00464339      0.010434
      23        0.00415629    0.00277685    0.00989804
      24        0.00333864    0.00295008    0.00949179
      25        0.00285257     0.0028444     0.0089554
      26        0.00255371    0.00253261    0.00815053
      27        0.00230515     0.0020753    0.00707677
      28        0.00203486    0.00154484    0.00585106
      29         0.0017315    0.00101718    0.00467623
      30        0.00141785   0.000552089    0.00358841
      31         0.0011239   0.000180963    0.00266492
      32       0.000870759   0.000146773    0.00205941
      33        0.00066657   0.000280116     0.0017011
      34       0.000509612   0.000403413    0.00143218
      35       0.000393119   0.000481945    0.00123695
      36       0.000308909   0.000562574    0.00110013
      37       0.000249342   0.000634342    0.00100863
      38       0.000208063   0.000700614   0.000951901
      39       0.000180107   0.000763929    0.00092167
      40       0.000161722   0.000825974   0.000934175
      41       0.000150124   0.000887667    0.00102335
      42       0.000143264   0.000949285    0.00111376
      43       0.000139629     0.0010106    0.00120424
      44       0.000138095    0.00107102    0.00129347
      45       0.000137825    0.00112967       0.00138
      46       0.000138186    0.00118554    0.00146229
      47         0.0001387    0.00123753    0.00153882
      48       0.000139014    0.00128458    0.00160816
      49       0.000138869    0.00132568      0.001669
      50        0.00013809    0.00136002    0.00172027
      51       0.000136573    0.00138693    0.00176114
      52       0.000134273    0.00140602    0.00179112
      53       0.000131195     0.0014171       0.00181
      54       0.000127388    0.00142024    0.00181791
      55        0.00012293    0.00141569    0.00181522
      56        0.00011792    0.00140392    0.00180259
      57       0.000112468    0.00138552    0.00178083
      58        0.00010669    0.00136117     0.0017509
      59       0.000100697    0.00133162    0.00171384
      60        9.4594e-05    0.00129765    0.00167072
      61       8.84733e-05    0.00126002     0.0016226
      62       8.24152e-05    0.00121948     0.0015705
      63       7.64865e-05    0.00117671    0.00151536
      64       7.07409e-05    0.00113235    0.00145806
      65         6.522e-05    0.00108696    0.00139937
      66       5.99543e-05    0.00104105    0.00133998
      67       5.49651e-05   0.000995063    0.00128048
      68       5.02652e-05   0.000949362    0.00122137
      69       4.58609e-05   0.000904265    0.00116307
      70       4.17529e-05   0.000860032    0.00110592
      71       3.79375e-05   0.000816873    0.00105019
      72       3.44073e-05   0.000774956   0.000996112
      73       3.11525e-05   0.000734408   0.000943834
      74       2.81612e-05   0.000695321   0.000893477
      75         2.542e-05    0.00065776    0.00084512
      76       2.29148e-05   0.000621765   0.000798806
      77       2.06308e-05   0.000587353   0.000754556
      78       1.85533e-05   0.000554524   0.000712364
      79       1.66674e-05   0.000523266   0.000672207
      80       1.49587e-05   0.000493552   0.000634049
      81       1.34132e-05   0.000465346   0.000597841
      82       1.20176e-05   0.000438608   0.000563525
      83       1.07591e-05   0.000413288   0.000531037
      84       9.62583e-06   0.000389337   0.000500308
      85       8.60651e-06   0.000366698   0.000471268
      86       7.69069e-06   0.000345317   0.000443842
      87       6.86872e-06   0.000325136   0.000417957
      88       6.13165e-06     0.0003061   0.000393539
      89       5.47126e-06   0.000288151   0.000370515
      90       4.88004e-06   0.000271235   0.000348815
      91        4.3511e-06   0.000255298   0.000328368
      92        3.8782e-06   0.000240287   0.000309108
      93       3.45563e-06   0.000226153    0.00029097
